Grad,Deo_Grada,Ulica,Cena_EUR,Kvadratura_m2,Cena_po_m2,Naslov,Link,Lokacija_Osnovna
Novi Sad,Grbavica,N/A,336810,109.0,3090.0,Porodičan stan na Grbavici 109m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/porodican-stan-na-grbavici-109m2/NkIpawZlbYH/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,164800,59.0,2793.22,Odličan dvoiposoban stan na Novom Naselju!,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-dvoiposoban-stan-na-novom-naselju/NkZhmf-0pGD/,"Novo Naselje, Novi Sad, Srbija"
Beograd,Banovo brdo,N/A,242000,53.0,4566.04,"Banovo Brdo Residence, 2.0 sa garažom, useljiv ID#7927",https://www.nekretnine.rs/stambeni-objekti/stanovi/banovo-brdo-residence-20-sa-garazom-useljiv-id7927/Nk4eEH7hpXS/,"Banovo brdo, Beograd, Srbija"
Beograd,Novi Beograd Blok 65,Đorđa Stanojevića,170000,33.0,5151.52,"Airport Garden, nov, lux, 0.5, opremljen ID#10369",https://www.nekretnine.rs/stambeni-objekti/stanovi/airport-garden-nov-lux-05-opremljen-id10369/NkH2OCQnVAu/,"Novi Beograd Blok 65, Beograd, Srbija"
Beograd,Vračar (Centar),Bulevar Kralja Aleksandra,374000,91.0,4109.89,"kod Skupštine - Tašmajdan, salonski stan ID#5477",https://www.nekretnine.rs/stambeni-objekti/stanovi/kod-skupstine-tasmajdan-salonski-stan-id5477/NkcqgQqeCq0/,"Vračar (Centar), Beograd, Srbija"
Beograd,Centar (uži),Kneza Miloša,855000,185.0,4621.62,Unikatan salonac u centru,https://www.nekretnine.rs/stambeni-objekti/stanovi/unikatan-salonac-u-centru/Nk32UMwmESC/,"Centar (uži), Beograd, Srbija"
Beograd,Zeleni venac,Kraljice Natalije,220000,65.0,3384.62,"Zeleni Venac, retko u ponudi ID#4357",https://www.nekretnine.rs/stambeni-objekti/stanovi/zeleni-venac-retko-u-ponudi-id4357/NkbKuUHioAi/,"Zeleni venac, Beograd, Srbija"
Beograd,Voždovac,Miljana Miljanića,140000,40.0,3500.0,"Zvezdara, Vojvode Vlahovića, Miljana Miljanića, 40m2 ID#31261",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-vojvode-vlahovica-miljana-miljanica-40m2-id31261/Nk9eGmOLfEX/,"Voždovac, Beograd, Srbija"
Beograd,Slavija,N/A,680000,101.0,6732.67,Kings Circle Residences--3.0 stan u izgradnji,https://www.nekretnine.rs/stambeni-objekti/stanovi/kings-circle-residences-30-stan-u-izgradnji/NkrS3UwByrF/,"Slavija, Beograd, Srbija"
Beograd,Denkova bašta,N/A,179000,50.0,3580.0,Beo Šoping centar-Uknjižen 2.0 stan-bez ulaganja,https://www.nekretnine.rs/stambeni-objekti/stanovi/beo-soping-centar-uknjizen-20-stan-bez-ulaganja/NkIGYeqzqPw/,"Denkova bašta, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,395000,75.0,5266.67,"BW Magnolia, Izuzetna prilika--2.0 stan sa garažom",https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-magnolia-izuzetna-prilika-20-stan-sa-garazom/NkpflEnFC9h/,"Beograd na vodi, Beograd, Srbija"
Beograd,Novi Beograd Blok 65,N/A,316000,83.0,3807.23,Elixir Garden-Nov stan,https://www.nekretnine.rs/stambeni-objekti/stanovi/elixir-garden-nov-stan/NkEVV-kXO2N/,"Novi Beograd Blok 65, Beograd, Srbija"
Beograd,Dedinje (Beli dvor),N/A,1169000,284.0,4116.2,Lux kuća u nizu 284m2 plus bašta 66m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-kuca-u-nizu-284m2-plus-basta-66m2/NkYFxpn6gVt/,"Dedinje (Beli dvor), Beograd, Srbija"
Beograd,Centar (uži),N/A,350000,89.0,3932.58,Kneza Miloša,https://www.nekretnine.rs/stambeni-objekti/stanovi/kneza-milosa/NkdrL6aCHDc/,"Centar (uži), Beograd, Srbija"
Beograd,Novi Beograd Blok 33 (Genex kula),N/A,630000,176.0,3579.55,Na prodaju dva 3.0 stana na celom spratu,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-dva-30-stana-na-celom-spratu/NkKZqpYAQDZ/,"Novi Beograd Blok 33 (Genex kula), Beograd, Srbija"
Beograd,Novi Beograd Blok 33 (Genex kula),N/A,327800,84.0,3902.38,"Genex, I sprat, odličan stan",https://www.nekretnine.rs/stambeni-objekti/stanovi/genex-i-sprat-odlican-stan/Nk1x3A1VxNt/,"Novi Beograd Blok 33 (Genex kula), Beograd, Srbija"
Beograd,Zemun (Meandri),N/A,240000,80.0,3000.0,"Porodičan stan u Zagorskoj ulici, uknjižen na 71 m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/porodican-stan-u-zagorskoj-ulici-uknjizen-na-71-m2/Nkxb7oUUzsk/,"Zemun (Meandri), Beograd, Srbija"
Aleksinac,N/A,N/A,68000,60.0,1133.33,Prodaja stana u centru Aleksinca,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-stana-u-centru-aleksinca/NkRjJxyQCbj/,"Aleksinac, Srbija"
Beograd,Centar (uži),Višnjićeva,450000,64.0,7031.25,"Odlična prilika u centru grada ! Višnjićeva, 64 m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-prilika-u-centru-grada--visnjiceva-64-m2/Nk2Dv-WG-ne/,"Centar (uži), Beograd, Srbija"
Beograd,Leštane,Smederevski put,81400,40.0,2035.0,NOVOGRADNJA LEŠTANE - DIREKTNA PRODAJA,https://www.nekretnine.rs/stambeni-objekti/stanovi/novogradnja-lestane-direktna-prodaja/Nk_k-vTIVl3/,"Leštane, Beograd, Srbija"
Novi Sad,Grbavica,N/A,82400,25.0,3296.0,"Jednosoban stan na Grbavici, prodaje se namešten -25m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-stan-na-grbavici-prodaje-se-namesten-25m2/NkRpYSRXw67/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,204970,97.0,2113.09,TOP Lokacija!,https://www.nekretnine.rs/stambeni-objekti/stanovi/top-lokacija/NkrgmfE8Tuh/,"Podbara, Novi Sad, Srbija"
Beograd,Voždovac,Vojvode Stepe,265000,105.0,2523.81,Voždovac - Voždovačka crkva - 3.5 ID#24749,https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-vozdovacka-crkva-35-id24749/NkAxSuODwtA/,"Voždovac, Beograd, Srbija"
Novi Sad,Grbavica,N/A,235870,85.0,2774.94,Na prodaju odličan porodičan stan 85m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-odlican-porodican-stan-85m2/NkTTDcQgJrs/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,118450,57.0,2078.07,"Dvoiposoban stan na Novoj Detelinari,57m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan-na-novoj-detelinari-57m2/NkUkwQojB9i/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Veternik,N/A,36280,18.0,2015.56,Odlilčna garsonjera u Veterniku,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlilcna-garsonjera-u-veterniku/NkkSWuXc7dQ/,"Veternik, Novi Sad, Srbija"
Beograd,Beograd na vodi,N/A,498000,109.0,4568.81,"Savski venac, Beograd na vodi, 4.0 stan, 109m2, 498000 EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-na-vodi-40-stan-109m2-498000-eur/Nkol5U3DrS-/,"Beograd na vodi, Beograd, Srbija"
Beograd,Borča III,Ratnih Vojnih Invalida,129500,60.0,2158.33,"Borča III, 2.5, uknjižen ID#2695",https://www.nekretnine.rs/stambeni-objekti/stanovi/borca-iii-25-uknjizen-id2695/Nke1RhNolwJ/,"Borča III, Beograd, Srbija"
Novi Sad,Detelinara,N/A,241540,67.0,3605.07,Prelep stan na Detelinari - 67m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/prelep-stan-na-detelinari-67m2/NkVqzfTWivb/,"Detelinara, Novi Sad, Srbija"
Beograd,Ledine,Surčinska,83950,36.5,2300.0,Odličan 2.0 stan u novogradnji na Ledinama ID#1877,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-20-stan-u-novogradnji-na-ledinama-id1877/Nknqb_hsaRf/,"Ledine, Beograd, Srbija"
Beograd,Dušanovac,Danijelova,250000,75.0,3333.33,"Penthaus, Dušanovac, prelep pogled ID#6030",https://www.nekretnine.rs/stambeni-objekti/stanovi/penthaus-dusanovac-prelep-pogled-id6030/Nkx67KEazQC/,"Dušanovac, Beograd, Srbija"
Novi Sad,Grbavica,N/A,396550,134.0,2959.33,Komforan svetao stan na Grbavici 134m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-svetao-stan-na-grbavici-134m2/NkOB3D9FR_9/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Telep,N/A,128320,44.0,2916.36,Dvosoban stan 44m2 Telep,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-44m2-telep/Nkmnn0jJej2/,"Telep, Novi Sad, Srbija"
Beograd,Novi Beograd Blok 63,N/A,190000,50.0,3800.0,"Lux stan, idealna investicija, stan na dan ID#8213",https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-stan-idealna-investicija-stan-na-dan-id8213/NkJG-xSf_y7/,"Novi Beograd Blok 63, Beograd, Srbija"
Novi Sad,Telep,N/A,128320,44.0,2916.36,Dvosoban stan u izgradnji na Telepu 44m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-u-izgradnji-na-telepu-44m2/NkVxX30bNNQ/,"Telep, Novi Sad, Srbija"
Beograd,Veliki mokri lug,Ristin Potok,90781,39.0,2327.72,"Veliki Mokri Lug, lux u izgradnji",https://www.nekretnine.rs/stambeni-objekti/stanovi/veliki-mokri-lug-lux-u-izgradnji/NkGnxNq45tP/,"Veliki mokri lug, Beograd, Srbija"
Niš,Durlan,N/A,138000,67.0,2059.7,Dvoiposoban stan u novogradnji na Panteleju,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan-u-novogradnji-na-panteleju/NkHNu8VcVN5/,"Durlan, Niš, Srbija"
Novi Sad,Telep,N/A,12832,44.0,291.64,"Fenomenalna izgradnja na Telepu, 44m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/fenomenalna-izgradnja-na-telepu-44m2/NkiUT-aTaGk/,"Telep, Novi Sad, Srbija"
Beograd,Beograđanka ( centar ),Kralja Milana,445000,102.0,4362.75,"3.0 stan kod Londona, Kralja Milana ID#3527",https://www.nekretnine.rs/stambeni-objekti/stanovi/30-stan-kod-londona-kralja-milana-id3527/NkeCfbffa8D/,"Beograđanka ( centar ), Beograd, Srbija"
Beograd,Novi Beograd Blok 33 (Genex kula),Bulevar Arsenija Čarnojevića,378000,122.0,3098.36,"Prodaje se veliki stan u bloku 33,uknjižen ID#18807",https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaje-se-veliki-stan-u-bloku-33-uknjizen-id18807/NkQMbvZhfDv/,"Novi Beograd Blok 33 (Genex kula), Beograd, Srbija"
Kragujevac,Bubanj,N/A,89000,57.0,1561.4,Bubanj!,https://www.nekretnine.rs/stambeni-objekti/stanovi/bubanj/Nk26G8gziiY/,"Bubanj, Kragujevac, Srbija"
Kragujevac,Centar,N/A,140000,70.0,2000.0,Strogi centar Kragujevca!!!,https://www.nekretnine.rs/stambeni-objekti/stanovi/strogi-centar-kragujevca/NkTYKK3qwk8/,"Centar, Kragujevac, Srbija"
Kragujevac,Aerodrom,N/A,94500,63.0,1500.0,"Renoviran, brzo useljiv stan!",https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-brzo-useljiv-stan/NkSG-AxyA13/,"Aerodrom, Kragujevac, Srbija"
Kragujevac,Centar,N/A,150000,80.0,1875.0,"Renoviran, opremljen stan u centru Kragujevca!",https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-opremljen-stan-u-centru-kragujevca/NktD-pRQGS-/,"Centar, Kragujevac, Srbija"
Kragujevac,Centar,N/A,105000,76.0,1381.58,Stan kod hotela Kragujevac!,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-kod-hotela-kragujevac/Nk0GiYc5_Rx/,"Centar, Kragujevac, Srbija"
Novi Sad,Novo Naselje,N/A,164800,59.0,2793.22,Trosoban 59m2 Novo Naselje,https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-59m2-novo-naselje/NkSuZ_9I31p/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,226600,59.0,3840.68,"Trosoban stan na Novoj Detelinari,59m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-na-novoj-detelinari-59m2/Nkx3K4N68ZI/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,51500,26.0,1980.77,Garsonjera 26m2 Podbara,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-26m2-podbara/NkPZ0U4baQA/,"Podbara, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,112270,30.0,3742.33,Dvostrano orijentisana i veoma svetla garsonjera na Grbavici -30m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvostrano-orijentisana-i-veoma-svetla-garsonjera-na-grbavici-30m2/NkOjwus14xw/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,144200,54.0,2670.37,"Dvoiposoban stan na Novoj Detelinari,54m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan-na-novoj-detelinari-54m2/NkKOUEKScsO/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Telep,N/A,108150,34.0,3180.88,539046-Prodaje se jednoiposoban stan u novogradnji.,https://www.nekretnine.rs/stambeni-objekti/stanovi/539046-prodaje-se-jednoiposoban-stan-u-novogradnji/Nk5rMetk_eH/,"Telep, Novi Sad, Srbija"
Beograd,Zvezdara,Oliverina,127000,28.0,4535.71,"- zvezdara sf 2634, Oliverina",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-sf-2634-oliverina/NkTBbYEn12K/,"Zvezdara, Beograd, Srbija"
Beograd,Donji Dorćol,Šantićeva,450000,131.0,3435.11,"- stari grad sf 2661, Šantićeva",https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-sf-2661-santiceva/NkXXvksyi7_/,"Donji Dorćol, Beograd, Srbija"
Kotor,N/A,N/A,525000,82.0,6402.44,- kotor sf 2583,https://www.nekretnine.rs/stambeni-objekti/stanovi/kotor-sf-2583/Nk7-8ChGMWq/,"Kotor, Crna Gora"
Petrovac na Mlavi,N/A,N/A,65000,65.0,1000.0,- petrovac na mlavi sf 2621- hitna prodaja,https://www.nekretnine.rs/stambeni-objekti/stanovi/petrovac-na-mlavi-sf-2621-hitna-prodaja/NkFsvuNmY1K/,"Petrovac na Mlavi, Srbija"
Beograd,Miljakovac III,Emanuela Laskera,88000,40.0,2200.0,"- rakovica sf 2545, Emanuela Laskera",https://www.nekretnine.rs/stambeni-objekti/stanovi/rakovica-sf-2545-emanuela-laskera/Nk9HmoCN20N/,"Miljakovac III, Beograd, Srbija"
Beograd,Novi Beograd Blok 65,N/A,344999,91.0,3791.2,- novi beograd sf 2635,https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-sf-2635/Nkw2BzhXE6E/,"Novi Beograd Blok 65, Beograd, Srbija"
Beograd,Borča I,Kikindska,108000,45.0,2400.0,"- palilula sf 2636, Kikindska",https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-sf-2636-kikindska/NkdEOllrOs2/,"Borča I, Beograd, Srbija"
Požarevac,N/A,N/A,80000,135.0,592.59,- pozarevac sf 2623,https://www.nekretnine.rs/stambeni-objekti/stanovi/pozarevac-sf-2623/NkEi2Mlpx8u/,"Požarevac, Srbija"
Vrnjačka Banja,Raj,N/A,42900,26.0,1650.0,- vrnjacka banja sf 2594,https://www.nekretnine.rs/stambeni-objekti/stanovi/vrnjacka-banja-sf-2594/Nk_fBZalH_v/,"Raj, Vrnjačka Banja, Srbija"
Beograd,Senjak,Kursimlijska,240000,80.0,3000.0,"- savski venac sf 2496, Kursimlijska",https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-sf-2496-kursimlijska/NkOHznYfaV5/,"Senjak, Beograd, Srbija"
Beograd,Kopitareva gradina,Šantićeva,125000,26.0,4807.69,"- stari grad sf 2620, Šantićeva",https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-sf-2620-santiceva/NkgCFLfNsdG/,"Kopitareva gradina, Beograd, Srbija"
Beograd,Borča I,Bratstva I jedinstva,139000,56.0,2482.14,"- palilula sf 2633, Bratstva I jedinstva",https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-sf-2633-bratstva-i-jedinstva/NklZSpdm0YF/,"Borča I, Beograd, Srbija"
Beograd,Novi Beograd Blok 30 (B92),Bulevar Umetnosti,250000,76.0,3289.47,"- novi beograd sf 2599, Bulevar Umetnosti",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-sf-2599-bulevar-umetnosti/NkN5MYKlFwM/,"Novi Beograd Blok 30 (B92), Beograd, Srbija"
Beograd,Cerak,N/A,260000,94.0,2765.96,- cukarica sf 2642,https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-sf-2642/Nk3sP9-v7r5/,"Cerak, Beograd, Srbija"
Vrdnik,Železnička,N/A,93000,65.0,1430.77,"- vrdnik sf 2400, Železnička",https://www.nekretnine.rs/stambeni-objekti/stanovi/vrdnik-sf-2400-zeleznicka/NkNO5QnOlQt/,"Vrdnik, Srbija"
Beograd,Kumodraž II,Vojvode Stepe,477000,115.0,4147.83,"- vodzovac sf 2544, Vojvode Stepe",https://www.nekretnine.rs/stambeni-objekti/stanovi/vodzovac-sf-2544-vojvode-stepe/Nk-nzz0brHY/,"Kumodraž II, Beograd, Srbija"
Beograd,Kej Oslobodjenja,N/A,145000,38.0,3815.79,"- zemun sf 2664, Kej Oslobodjenja",https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-sf-2664-kej-oslobodjenja/NkWQcJFce2J/,"Beograd, Srbija"
Beograd,Donji Dorćol,Šantićeva,330000,60.0,5500.0,"- stari grad sf 2662, Šantićeva",https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-sf-2662-santiceva/NklFUy3oau6/,"Donji Dorćol, Beograd, Srbija"
Novi Sad,Telep,N/A,184370,65.0,2836.46,Odličan trosoban - 65m2 - Telep,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-trosoban-65m2-telep/NkNjdQ4fzl9/,"Telep, Novi Sad, Srbija"
Novi Sad,Adamovićevo naselje,N/A,87550,28.0,3126.79,491638-Na prodaju lepo sređen jednoiposoban stan u blizini ulice Cara Dušana!,https://www.nekretnine.rs/stambeni-objekti/stanovi/491638-na-prodaju-lepo-sreden-jednoiposoban-stan-u-blizini-ulice-cara-dusana/Nkq-epjDgQz/,"Adamovićevo naselje, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,169950,63.0,2697.62,"Trosoban stan na Novoj Detelinari,63m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-na-novoj-detelinari-63m2/NklakDQB8Lb/,"Detelinara nova, Novi Sad, Srbija"
Beograd,Novi Beograd Blok 7 (Paviljoni),Džona Kenedija,185000,51.0,3627.45,"Uknjižen dvosoban stan, renoviran u Paviljonima ID#8858",https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizen-dvosoban-stan-renoviran-u-paviljonima-id8858/NksweuIWCqf/,"Novi Beograd Blok 7 (Paviljoni), Beograd, Srbija"
Beograd,Stari Grad,Kralja Petra,750000,153.0,4901.96,Salonski stan Kralja Petra ID#1975,https://www.nekretnine.rs/stambeni-objekti/stanovi/salonski-stan-kralja-petra-id1975/Nk9dA_0qZIS/,"Stari Grad, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,300000,65.0,4615.38,"Savski venac, Beograd na vodi, 2.0 stan, 65m2, 300000 EUR, ID 51984",https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-na-vodi-20-stan-65m2-300000-eur-id-51984/Nkyx6pjZPF0/,"Beograd na vodi, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,460000,88.0,5227.27,"Savski venac, Beograd na vodi, 3.0 stan, 88m2, 460000 EUR, ID 50068",https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-na-vodi-30-stan-88m2-460000-eur-id-50068/NkmeneiWN5o/,"Beograd na vodi, Beograd, Srbija"
Beograd,Tašmajdan,N/A,459000,130.0,3530.77,"Palilula, Tašmajdan, 5.0 stan, 130m2, 459000 EUR, ID 51368",https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-tasmajdan-50-stan-130m2-459000-eur-id-51368/NkhXR-Rjwjf/,"Tašmajdan, Beograd, Srbija"
Beograd,Slavija,N/A,335000,67.0,5000.0,"Vračar, Slavija, 2.0 stan, 67m2, 335000 EUR, ID 52415",https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-slavija-20-stan-67m2-335000-eur-id-52415/NkFDmDW6hfj/,"Slavija, Beograd, Srbija"
Beograd,Severni bulevar,N/A,225000,74.0,3040.54,"Zvezdara, Severni bulevar, 3.0 stan, 74m2, 225000 EUR, ID 52959",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-severni-bulevar-30-stan-74m2-225000-eur-id-52959/NkRZ90M1CEh/,"Severni bulevar, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,290000,54.0,5370.37,"Savski venac, Beograd na vodi, 2.0 stan, 54m2, 290000 EUR, ID 51969",https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-na-vodi-20-stan-54m2-290000-eur-id-51969/NkxKOjn_24w/,"Beograd na vodi, Beograd, Srbija"
Beograd,Knez Mihailova ( centar ),N/A,315000,60.0,5250.0,"Stari grad, Knez Mihailova, 2.5 stan, 60m2, 315000 EUR, ID 52406",https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-knez-mihailova-25-stan-60m2-315000-eur-id-52406/NkC6Qb1rAi0/,"Knez Mihailova ( centar ), Beograd, Srbija"
Beograd,Banovo brdo,N/A,699000,252.0,2773.81,"Čukarica, Banovo brdo, 5.0 stan, 252m2, 699000 EUR, ID 49681",https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-banovo-brdo-50-stan-252m2-699000-eur-id-49681/Nks10uRBLEx/,"Banovo brdo, Beograd, Srbija"
Beograd,Neimar,N/A,275000,61.0,4508.2,"Vračar, Neimar, 2.0 stan, 61m2, 275000 EUR, ID 51945",https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-neimar-20-stan-61m2-275000-eur-id-51945/NkObJmGrv0f/,"Neimar, Beograd, Srbija"
Beograd,Cvetkova pijaca,N/A,279000,133.0,2097.74,"Zvezdara, Cvetkova pijaca, 3.0 stan, 133m2, 279000 EUR, ID 52710",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-cvetkova-pijaca-30-stan-133m2-279000-eur-id-52710/NkrwuiDbFwH/,"Cvetkova pijaca, Beograd, Srbija"
Beograd,Đeram pijaca,N/A,370000,157.0,2356.69,"Zvezdara, Đeram pijaca, 5.0 stan, 157m2, 370000 EUR, ID 46527",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-deram-pijaca-50-stan-157m2-370000-eur-id-46527/NkMcFCcm4aE/,"Đeram pijaca, Beograd, Srbija"
Beograd,Novi Beograd Blok 67a,N/A,377999,96.0,3937.49,"Novi Beograd, Blok 67a, A blok, 3.0 stan, 96m2, 377999 EUR, ID 52110",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-67a-a-blok-30-stan-96m2-377999-eur-id-52110/NkcWBc_9MUY/,"Novi Beograd Blok 67a, Beograd, Srbija"
Beograd,Cvijićeva,N/A,200000,84.0,2380.95,"Palilula, Cvijićeva, 3.0 stan, 84m2, 200000 EUR, ID 48928",https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-cvijiceva-30-stan-84m2-200000-eur-id-48928/Nka46BV5kdU/,"Cvijićeva, Beograd, Srbija"
Beograd,Novi Beograd Blok 67 (Belvil),N/A,399000,107.0,3728.97,"Novi Beograd, Blok 67, Belville, 3.0 stan, 107m2, 399000 EUR, ID 23687",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-67-belville-30-stan-107m2-399000-eur-id-23687/1607890/,"Novi Beograd Blok 67 (Belvil), Beograd, Srbija"
Beograd,Novi Beograd Blok 67 (Belvil),N/A,269000,68.0,3955.88,"Novi Beograd, Blok 67, Belville, 3.0 stan, 68m2, 269000 EUR, ID 26633",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-67-belville-30-stan-68m2-269000-eur-id-26633/NkgjkMayrcN/,"Novi Beograd Blok 67 (Belvil), Beograd, Srbija"
Beograd,Novi Beograd Blok 60 (Airport City),N/A,380000,91.0,4175.82,"Novi Beograd, Blok 60, Airport City, 2.0 stan, 91m2, 380000 EUR, ID 51518",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-60-airport-city-20-stan-91m2-380000-eur-id-51518/NkhCuw1ypx2/,"Novi Beograd Blok 60 (Airport City), Beograd, Srbija"
Beograd,Neimar,N/A,269000,60.0,4483.33,"Vračar, Neimar, 2.0 stan, 60m2, 269000 EUR, ID 44195",https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-neimar-20-stan-60m2-269000-eur-id-44195/NkLiVPoUOAY/,"Neimar, Beograd, Srbija"
Beograd,Banovo brdo,N/A,460000,147.0,3129.25,"Čukarica, Banovo brdo, 4.0 stan, 147m2, 460000 EUR, ID 49515",https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-banovo-brdo-40-stan-147m2-460000-eur-id-49515/NkNXoP4PRjF/,"Banovo brdo, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,500000,71.0,7042.25,"Savski venac, Beograd na vodi, 3.0 stan, 71m2, 500000 EUR, ID 52239",https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-na-vodi-30-stan-71m2-500000-eur-id-52239/NkTQBOCN24F/,"Beograd na vodi, Beograd, Srbija"
Novi Sad,Socijalno,N/A,157140,43.0,3654.42,Fantastična izgradnja dvosoban stan 43m2 na Socijalnom,https://www.nekretnine.rs/stambeni-objekti/stanovi/fantasticna-izgradnja-dvosoban-stan-43m2-na-socijalnom/NkHgFf9BsrW/,"Socijalno, Novi Sad, Srbija"
Beograd,Kalenić pijaca,N/A,310000,74.0,4189.19,KALENIĆ PIJACA 2.0 - VRAČAR,https://www.nekretnine.rs/stambeni-objekti/stanovi/kalenic-pijaca-20-vracar/NkX4_3Qj-6W/,"Kalenić pijaca, Beograd, Srbija"
Beograd,Bulbuder,N/A,250000,81.0,3086.42,BULBULDER 2.0 - NOV,https://www.nekretnine.rs/stambeni-objekti/stanovi/bulbulder-20-nov/NkUU2UNja33/,"Bulbuder, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,288000,56.0,5142.86,BW KING'S PARK 2.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-kings-park-20-lux/NkG_32ysMXk/,"Beograd na vodi, Beograd, Srbija"
Beograd,Crveni krst,N/A,377200,92.0,4100.0,CRVENI KRST LUX - 92m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/crveni-krst-lux-92m2/NkGtQjTM-30/,"Crveni krst, Beograd, Srbija"
